"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"764","Pocillopora_acuta_HIv2___RNAseq.g832.t1",245.177669393564,-6.56878945199921,2.45036709318998,1.43060923040285e-06,2.1509700528635e-05,"A0A2B4RNI3",6.97e-23,"Cyclic GMP-AMP synthase-like receptor 2 (Sp-cGLR2) (EC 2.7.7.86)","innate immune response [GO:0045087]","GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501","","2',3'-cyclic GMP-AMP synthase activity [GO:0061501]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]"
"765","Pocillopora_acuta_HIv2___RNAseq.g15454.t1",1988.13473761149,-5.63453311979269,2.64751424256285,1.46165042227736e-06,2.18627835654806e-05,NA,NA,NA,NA,NA,NA,NA
"766","Pocillopora_acuta_HIv2___RNAseq.2466_t",596.648890404588,5.69770849063052,2.54228540707236,1.48978331585062e-06,2.22375912079085e-05,NA,NA,NA,NA,NA,NA,NA
"767","Pocillopora_acuta_HIv2___RNAseq.g19327.t1",462.840455730804,-1.13454367108676,1.99520800059546,1.51050467819762e-06,2.25236491396396e-05,NA,NA,NA,NA,NA,NA,NA
"768","Pocillopora_acuta_HIv2___TS.g21980.t1",267.082552881012,-7.80311152262548,3.33504515405742,1.53876533632641e-06,2.2850823228568e-05,"Q9GSB0",3.83e-10,"Crt homolog 1 (Chloroquine resistance transporter paralog 1) (DdCRTp1)","amino acid transport [GO:0006865]","GO:0005774; GO:0006865; GO:0012506; GO:0042910","vacuolar membrane [GO:0005774]; vesicle membrane [GO:0012506]","xenobiotic transmembrane transporter activity [GO:0042910]"
"769","Pocillopora_acuta_HIv2___RNAseq.g28425.t1",213.883144529234,-1.32562260310397,2.86070642647142,1.55162098401741e-06,2.3018098372131e-05,"O60678",2.98e-171,"Protein arginine N-methyltransferase 3 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)","chromatin remodeling [GO:0006338]; methylation [GO:0032259]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of retinoic acid biosynthetic process [GO:1900053]","GO:0005634; GO:0005737; GO:0005829; GO:0006338; GO:0008168; GO:0016274; GO:0031397; GO:0032259; GO:0035241; GO:0035242; GO:0042054; GO:0043022; GO:0046872; GO:1900053","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]","histone methyltransferase activity [GO:0042054]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; protein-arginine N-methyltransferase activity [GO:0016274]; protein-arginine omega-N asymmetric methyltransferase activity [GO:0035242]; protein-arginine omega-N monomethyltransferase activity [GO:0035241]; ribosome binding [GO:0043022]"
"770","Pocillopora_acuta_HIv2___RNAseq.g3025.t1",345.304050505396,-1.00590536494941,1.86264093128703,1.57253601193951e-06,2.32568107123652e-05,"Q9QXV3",1.25e-69,"Inhibitor of growth protein 1","negative regulation of cell migration [GO:0030336]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of stem cell population maintenance [GO:1902459]; protein import into nucleus [GO:0006606]; regulation of programmed cell death [GO:0043067]","GO:0000122; GO:0005634; GO:0006606; GO:0030336; GO:0030512; GO:0035064; GO:0043067; GO:0045893; GO:0046872; GO:0070822; GO:1902455; GO:1902459","nucleus [GO:0005634]; Sin3-type complex [GO:0070822]","metal ion binding [GO:0046872]; methylated histone binding [GO:0035064]"
"771","Pocillopora_acuta_HIv2___RNAseq.g17476.t1",168.463613696132,-8.22178812405904,3.56636245009819,1.59751971883748e-06,2.35061294132912e-05,"A5PJF4",7.28e-10,"Transmembrane protein 218","","GO:0005929; GO:0016020","cilium [GO:0005929]; membrane [GO:0016020]",""
"772","Pocillopora_acuta_HIv2___RNAseq.g15279.t1",1874.32537199299,5.71543099779186,2.586062877114,1.66946262660327e-06,2.44899669687522e-05,"O95236",1.64e-12,"Apolipoprotein L3 (Apolipoprotein L-III) (ApoL-III) (TNF-inducible protein CG12-1) (CG12_1)","inflammatory response [GO:0006954]; lipoprotein metabolic process [GO:0042157]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]","GO:0005319; GO:0005576; GO:0005737; GO:0006954; GO:0008289; GO:0016020; GO:0042157; GO:0043123","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]","lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]"
"773","Pocillopora_acuta_HIv2___RNAseq.g7625.t1",56.7660190644875,-10.1893352288545,3.64065304895151,1.6734132855094e-06,2.45230494038581e-05,"Q15399",3.37e-10,"Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)","cellular response to triacyl bacterial lipopeptide [GO:0071727]; detection of triacyl bacterial lipopeptide [GO:0042495]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; macrophage activation [GO:0042116]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of toll-like receptor 2 signaling pathway [GO:0034137]; positive regulation of tumor necrosis factor production [GO:0032760]; signal transduction [GO:0007165]; toll-like receptor signaling pathway [GO:0002224]","GO:0002224; GO:0004888; GO:0005794; GO:0005886; GO:0006954; GO:0006955; GO:0007165; GO:0016020; GO:0030670; GO:0032755; GO:0032757; GO:0032760; GO:0034137; GO:0035354; GO:0035663; GO:0038023; GO:0042116; GO:0042495; GO:0042802; GO:0043235; GO:0045087; GO:0045121; GO:0061809; GO:0071723; GO:0071727","Golgi apparatus [GO:0005794]; membrane [GO:0016020]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; Toll-like receptor 1-Toll-like receptor 2 protein complex [GO:0035354]","identical protein binding [GO:0042802]; lipopeptide binding [GO:0071723]; NAD+ nucleotidase, cyclic ADP-ribose generating [GO:0061809]; signaling receptor activity [GO:0038023]; Toll-like receptor 2 binding [GO:0035663]; transmembrane signaling receptor activity [GO:0004888]"
"774","Pocillopora_acuta_HIv2___RNAseq.g29984.t1",336.568885572805,-8.19583456197176,3.72438092527058,1.67824525713478e-06,2.45689670032363e-05,"P87387",1.57e-100,"Protein Wnt-2b-A (Wnt-2b) (XWnt-2b) (XWnt-2)","system development [GO:0048731]; Wnt signaling pathway [GO:0016055]","GO:0005102; GO:0005576; GO:0016055; GO:0048731","extracellular region [GO:0005576]","signaling receptor binding [GO:0005102]"
"775","Pocillopora_acuta_HIv2___RNAseq.g10069.t1",218.452432099583,3.0932934616971,0.75530352828537,1.70948030707383e-06,2.50009334292376e-05,NA,NA,NA,NA,NA,NA,NA
"776","Pocillopora_acuta_HIv2___RNAseq.g29124.t1",396.744424828575,-3.87453430158516,4.05508100825439,1.72627067949271e-06,2.52209889981642e-05,"Q6NX31",0,"DNA replication licensing factor mcm7 (EC 3.6.4.12) (CDC47 homolog) (Minichromosome maintenance protein 7)","DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; regulation of DNA-templated DNA replication initiation [GO:0030174]","GO:0000785; GO:0003677; GO:0003678; GO:0005524; GO:0006268; GO:0006270; GO:0016887; GO:0030174; GO:0042555; GO:0046872; GO:0071162","chromatin [GO:0000785]; CMG complex [GO:0071162]; MCM complex [GO:0042555]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; metal ion binding [GO:0046872]"
"777","Pocillopora_acuta_HIv2___RNAseq.g12287.t1",160.939659886312,-6.29951637773543,3.0990622794607,1.73717789375854e-06,2.53547336582478e-05,"P16621",3.33e-16,"Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR)","axon extension [GO:0048675]; axon guidance [GO:0007411]; axon target recognition [GO:0007412]; cell adhesion [GO:0007155]; centripetally migrating follicle cell migration [GO:0060269]; hematopoietic stem cell homeostasis [GO:0061484]; motor neuron axon guidance [GO:0008045]; negative regulation of homophilic cell adhesion [GO:1903386]; negative regulation of insulin receptor signaling pathway [GO:0046627]; nervous system development [GO:0007399]; oogenesis [GO:0048477]; photoreceptor cell morphogenesis [GO:0008594]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of plasma membrane bounded cell projection assembly [GO:0120034]; R7 cell development [GO:0045467]; regulation of axon extension involved in axon guidance [GO:0048841]; retinal ganglion cell axon guidance [GO:0031290]; spermatogenesis [GO:0007283]; synaptic assembly at neuromuscular junction [GO:0051124]","GO:0004725; GO:0005001; GO:0005158; GO:0005925; GO:0007155; GO:0007283; GO:0007399; GO:0007411; GO:0007412; GO:0008045; GO:0008201; GO:0008594; GO:0009925; GO:0009986; GO:0030424; GO:0031252; GO:0031290; GO:0032093; GO:0045467; GO:0046627; GO:0048477; GO:0048675; GO:0048841; GO:0051124; GO:0051491; GO:0060269; GO:0061484; GO:0120034; GO:1903386","axon [GO:0030424]; basal plasma membrane [GO:0009925]; cell leading edge [GO:0031252]; cell surface [GO:0009986]; focal adhesion [GO:0005925]","heparin binding [GO:0008201]; insulin receptor binding [GO:0005158]; protein tyrosine phosphatase activity [GO:0004725]; SAM domain binding [GO:0032093]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]"
"778","Pocillopora_acuta_HIv2___RNAseq.g26393.t1",555.40944293767,-3.61832480552493,0.981397584217092,1.75402162282431e-06,2.55747668876319e-05,"Q2HJ86",0,"Tubulin alpha-1D chain (EC 3.6.5.-) [Cleaved into: Detyrosinated tubulin alpha-1D chain]","microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0016787; GO:0046872","cytoplasm [GO:0005737]; microtubule [GO:0005874]","GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]"
"779","Pocillopora_acuta_HIv2___TS.g19040.t1",79.63900163295,-10.684153742598,3.89809326075343,1.76201164611741e-06,2.5639573892799e-05,"Q9UIJ7",1.38e-58,"GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (Adenylate kinase 3 alpha-like 1) (Adenylate kinase isozyme 3)","ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; blood coagulation [GO:0007596]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]; nucleoside triphosphate biosynthetic process [GO:0009142]; UTP metabolic process [GO:0046051]","GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0006172; GO:0007596; GO:0009142; GO:0046033; GO:0046039; GO:0046041; GO:0046051; GO:0046899","cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","ATP binding [GO:0005524]; GTP binding [GO:0005525]; nucleoside triphosphate adenylate kinase activity [GO:0046899]"
"780","Pocillopora_acuta_HIv2___RNAseq.g22509.t1",1219.75158996978,5.77032955737647,2.57047314984627,1.78211142258167e-06,2.59059895640415e-05,"Q95JR6",1.75e-25,"Cyclic nucleotide-binding domain-containing protein 2","spermatogenesis [GO:0007283]","GO:0005829; GO:0007283; GO:0030552","cytosol [GO:0005829]","cAMP binding [GO:0030552]"
"781","Pocillopora_acuta_HIv2___RNAseq.g11548.t1",128.492710830693,-8.06111398399049,3.27711952850977,1.81505536685921e-06,2.63319566963407e-05,"Q96P65",1.17e-28,"Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)","cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]","GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0016020; GO:0032870; GO:0042277","membrane [GO:0016020]; plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; neuropeptide Y receptor activity [GO:0004983]; peptide binding [GO:0042277]"
"782","Pocillopora_acuta_HIv2___TS.g23115.t1",82.0184673278625,-10.4870427402226,3.92762674557862,1.87287673850081e-06,2.70352187082592e-05,"P10079",8.89e-84,"Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)","","GO:0005509; GO:0005576; GO:0009374; GO:0031410; GO:0032579","apical lamina of hyaline layer [GO:0032579]; cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]","biotin binding [GO:0009374]; calcium ion binding [GO:0005509]"
"783","Pocillopora_acuta_HIv2___RNAseq.g936.t1",2339.96311251566,-3.07611129683109,0.767498250173571,1.87971411254319e-06,2.70798654619768e-05,"Q86TI4",2.51e-93,"WD repeat-containing protein 86","","","",""
"784","Pocillopora_acuta_HIv2___TS.g9513.t1",11530.1786131575,-3.74242819161693,3.73301971282115,1.89437230515255e-06,2.72367803396883e-05,"Q9VIK2",1.18e-56,"Carcinine transporter","carcinine import across plasma membrane [GO:1905130]; detection of light stimulus involved in visual perception [GO:0050908]; neurotransmitter uptake [GO:0001504]; positive phototaxis [GO:0046956]; visual perception [GO:0007601]","GO:0001504; GO:0005326; GO:0005886; GO:0007601; GO:0043679; GO:0046956; GO:0050908; GO:1905130; GO:1905131","axon terminus [GO:0043679]; plasma membrane [GO:0005886]","carcinine transmembrane transporter activity [GO:1905131]; neurotransmitter transmembrane transporter activity [GO:0005326]"
"785","Pocillopora_acuta_HIv2___RNAseq.g11877.t2b",2944.03655162024,3.66283905290629,1.01501759264737,1.9087544781524e-06,2.74163105978116e-05,"Q8IUL8",7.39e-55,"Cartilage intermediate layer protein 2 (CILP-2) [Cleaved into: Cartilage intermediate layer protein 2 C1; Cartilage intermediate layer protein 2 C2]","","GO:0005615; GO:0070062","extracellular exosome [GO:0070062]; extracellular space [GO:0005615]",""
"786","Pocillopora_acuta_HIv2___RNAseq.g701.t1",129.222877659363,-8.2678859445979,3.51750996816131,2.05196936299922e-06,2.92466595353148e-05,"H2LRU7",3.96e-27,"Polycystin-2 (Polycystic kidney disease 2 protein homolog)","calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to calcium ion [GO:0071277]; detection of mechanical stimulus [GO:0050982]; detection of nodal flow [GO:0003127]; inorganic cation transmembrane transport [GO:0098662]; potassium ion transmembrane transport [GO:0071805]; protein heterotetramerization [GO:0051290]; protein tetramerization [GO:0051262]; release of sequestered calcium ion into cytosol [GO:0051209]; Wnt signaling pathway [GO:0016055]","GO:0003127; GO:0005102; GO:0005245; GO:0005248; GO:0005261; GO:0005262; GO:0005267; GO:0005509; GO:0005789; GO:0005886; GO:0005929; GO:0007166; GO:0015271; GO:0016020; GO:0016055; GO:0016323; GO:0030659; GO:0034703; GO:0050982; GO:0051209; GO:0051262; GO:0051290; GO:0051371; GO:0060170; GO:0070588; GO:0071277; GO:0071805; GO:0098662","basolateral plasma membrane [GO:0016323]; cation channel complex [GO:0034703]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]","calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; monoatomic cation channel activity [GO:0005261]; muscle alpha-actinin binding [GO:0051371]; outward rectifier potassium channel activity [GO:0015271]; potassium channel activity [GO:0005267]; signaling receptor binding [GO:0005102]; voltage-gated calcium channel activity [GO:0005245]; voltage-gated sodium channel activity [GO:0005248]"
"787","Pocillopora_acuta_HIv2___RNAseq.g4030.t1",142.268472866387,-7.96740959203606,3.39427840687278,2.05438371735895e-06,2.92466595353148e-05,"Q6DCV0",5.29e-164,"WD repeat domain phosphoinositide-interacting protein 4 (WIPI-4) (WD repeat-containing protein 45)","autophagosome assembly [GO:0000045]; cellular response to starvation [GO:0009267]; positive regulation of autophagosome assembly [GO:2000786]","GO:0000045; GO:0000407; GO:0009267; GO:0032266; GO:1901981; GO:2000786","phagophore assembly site [GO:0000407]","phosphatidylinositol phosphate binding [GO:1901981]; phosphatidylinositol-3-phosphate binding [GO:0032266]"
"788","Pocillopora_acuta_HIv2___RNAseq.g702.t1",58.2086220298453,-10.1121392692899,3.66762618116852,2.06195178270653e-06,2.92981484053982e-05,"Q26627",2.92e-39,"Sperm receptor for egg jelly (suREJ)","detection of mechanical stimulus [GO:0050982]","GO:0005262; GO:0005509; GO:0005886; GO:0016020; GO:0030246; GO:0050982","membrane [GO:0016020]; plasma membrane [GO:0005886]","calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]"
"789","Pocillopora_acuta_HIv2___TS.g25599.t1",10009.4862760367,6.38691212843281,2.57825120410067,2.07001698767895e-06,2.93824589889973e-05,NA,NA,NA,NA,NA,NA,NA
"790","Pocillopora_acuta_HIv2___RNAseq.g29841.t1",816.002237387024,-5.13519042732451,2.01902238089033,2.07640119016969e-06,2.94441831515827e-05,"O00339",8.25e-51,"Matrilin-2","axon guidance [GO:0007411]; dendrite regeneration [GO:0031104]; extracellular matrix organization [GO:0030198]; glial cell migration [GO:0008347]; neuron migration [GO:0001764]; response to axon injury [GO:0048678]","GO:0001764; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0007411; GO:0008347; GO:0030198; GO:0031012; GO:0031104; GO:0048678; GO:0062023; GO:0120216","basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; matrilin complex [GO:0120216]","calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]"
"791","Pocillopora_acuta_HIv2___RNAseq.g18958.t1",1870.13484021893,3.77126416816683,1.09239332855075,2.111834983339e-06,2.98880442260423e-05,NA,NA,NA,NA,NA,NA,NA
"792","Pocillopora_acuta_HIv2___RNAseq.g4383.t1",634.590364681193,-4.96609066801138,4.05746990589325,2.15680238868546e-06,3.04351119511672e-05,"D2GXS7",1.41e-15,"Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)","proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of neuron apoptotic process [GO:0043523]","GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0030371; GO:0043161; GO:0043523; GO:0061630","cytoplasm [GO:0005737]","translation repressor activity [GO:0030371]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
