,query,baseMean,log2FoldChange,lfcSE,pvalue,padj,Heatmap_Label,blast_hit,evalue,ProteinNames,BiologicalProcess,GeneOntologyIDs
1868,Pocillopora_acuta_HIv2___RNAseq.g17105.t1,268.7304801,0.095262734,1.021666008,0.000152976,0.001184501,,Q92847,4.18E-25,Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor),actin polymerization or depolymerization [GO:0008154]; adult feeding behavior [GO:0008343]; cellular response to insulin stimulus [GO:0032869]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to thyroid hormone stimulus [GO:0097067]; decidualization [GO:0046697]; G protein-coupled receptor signaling pathway [GO:0007186]; ghrelin secretion [GO:0036321]; growth hormone secretion [GO:0030252]; hormone-mediated signaling pathway [GO:0009755]; insulin-like growth factor receptor signaling pathway [GO:0048009]; learning or memory [GO:0007611]; negative regulation of appetite [GO:0032099]; negative regulation of inflammatory response [GO:0050728]; negative regulation of insulin secretion [GO:0046676]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of locomotion involved in locomotory behavior [GO:0090327]; negative regulation of macrophage apoptotic process [GO:2000110]; negative regulation of norepinephrine secretion [GO:0010700]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of appetite [GO:0032100]; positive regulation of eating behavior [GO:1904000]; positive regulation of fatty acid metabolic process [GO:0045923]; positive regulation of insulin-like growth factor receptor signaling pathway [GO:0043568]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of small intestinal transit [GO:0120058]; positive regulation of small intestine smooth muscle contraction [GO:1904349]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of vascular endothelial cell proliferation [GO:1905564]; postsynaptic modulation of chemical synaptic transmission [GO:0099170]; regulation of gastric motility [GO:1905333]; regulation of growth hormone secretion [GO:0060123]; regulation of hindgut contraction [GO:0043134]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of postsynapse organization [GO:0099175]; regulation of synapse assembly [GO:0051963]; regulation of transmission of nerve impulse [GO:0051969]; response to dexamethasone [GO:0071548]; response to estradiol [GO:0032355]; response to follicle-stimulating hormone [GO:0032354]; response to food [GO:0032094]; response to growth hormone [GO:0060416]; response to hormone [GO:0009725]; response to L-glutamate [GO:1902065]; spermatogenesis [GO:0007283],GO:0001616; GO:0004930; GO:0005886; GO:0007186; GO:0007283; GO:0007611; GO:0008154; GO:0008343; GO:0009725; GO:0009755; GO:0009986; GO:0010700; GO:0016520; GO:0017046; GO:0030252; GO:0032094; GO:0032099; GO:0032100; GO:0032354; GO:0032355; GO:0032691; GO:0032715; GO:0032720; GO:0032869; GO:0036321; GO:0040018; GO:0042802; GO:0043005; GO:0043134; GO:0043568; GO:0045121; GO:0045923; GO:0046676; GO:0046697; GO:0048009; GO:0050728; GO:0051963; GO:0051969; GO:0060123; GO:0060416; GO:0071222; GO:0071548; GO:0090327; GO:0097060; GO:0097067; GO:0098685; GO:0098696; GO:0098794; GO:0098978; GO:0099170; GO:0099175; GO:0120058; GO:1902065; GO:1903672; GO:1904000; GO:1904349; GO:1905333; GO:1905564; GO:1990314; GO:2000110
1869,Pocillopora_acuta_HIv2___RNAseq.g1855.t1,449.8088168,-0.238754242,1.028357168,0.000153443,0.001187478,,Q6ZPJ3,4.36E-83,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O),"positive regulation of BMP signaling pathway [GO:0030513]; protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; retrograde transport, endosome to Golgi [GO:0042147]",GO:0004842; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006513; GO:0016604; GO:0030513; GO:0042147; GO:0061630; GO:0061631; GO:0070534
1870,Pocillopora_acuta_HIv2___RNAseq.g14731.t1,2676.28324,2.894060239,1.179023153,0.000154203,0.001192723,,NA,NA,NA,NA,NA
1871,Pocillopora_acuta_HIv2___RNAseq.g17678.t1,25.30770567,-8.522112447,3.693315831,0.000154766,0.001196437,,Q7RTR2,2.35E-22,"NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)",canonical NF-kappaB signal transduction [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110],GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:0051898; GO:1900016; GO:1900226; GO:1901223
1872,Pocillopora_acuta_HIv2___RNAseq.g26886.t1,80.75760635,3.301264131,1.334255628,0.000155625,0.001202433,,NA,NA,NA,NA,NA
1873,Pocillopora_acuta_HIv2___RNAseq.g9662.t1,1449.549855,-3.855902957,1.375636464,0.000155819,0.001203295,,NA,NA,NA,NA,NA
1874,Pocillopora_acuta_HIv2___RNAseq.g20858.t1,179.8758293,-0.347938038,1.051257723,0.000155997,0.001204022,,Q28ER3,9.22E-37,Baculoviral IAP repeat-containing protein 5.2 (Survivin 2) (Survivin),cell division [GO:0051301]; chromosome segregation [GO:0007059]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; protein phosphorylation [GO:0006468]; vasculature development [GO:0001944],GO:0000776; GO:0001944; GO:0005634; GO:0005737; GO:0005819; GO:0006468; GO:0007059; GO:0030496; GO:0032133; GO:0043066; GO:0045892; GO:0046872; GO:0046965; GO:0051301
1875,Pocillopora_acuta_HIv2___TS.g5415.t1,30.94872719,-5.874796049,2.321979435,0.000156859,0.001210028,C-type lectin domain family 1 member B,Q9P126,5.14E-19,C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2),cell surface receptor signaling pathway [GO:0007166]; defense response [GO:0006952]; platelet formation [GO:0030220]; signal transduction [GO:0007165],GO:0004888; GO:0005886; GO:0006952; GO:0007165; GO:0007166; GO:0009986; GO:0030220; GO:0030246
1876,Pocillopora_acuta_HIv2___RNAseq.g27027.t1,348.0774974,-0.21756251,1.037951799,0.000158329,0.001220721,,Q63ZU0,2.53E-109,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),adenosine catabolic process [GO:0006154]; inosine biosynthetic process [GO:0046103]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168],GO:0004000; GO:0005764; GO:0005886; GO:0006154; GO:0008270; GO:0009117; GO:0009168; GO:0046103; GO:0046936; GO:0060205; GO:0070161
1877,Pocillopora_acuta_HIv2___RNAseq.g24852.t1,526.8925312,-0.219840995,1.039298393,0.000158791,0.001223628,,NA,NA,NA,NA,NA
1878,Pocillopora_acuta_HIv2___RNAseq.g3565.t1,437.3045849,-0.343248683,1.104239986,0.000159359,0.00122735,,Q4R5T4,2.41E-118,RING finger protein 32,,GO:0005737; GO:0046872
1879,Pocillopora_acuta_HIv2___RNAseq.g14314.t2,598.7103044,-0.236205867,1.04928249,0.000159502,0.001227798,,Q9UKY4,0,Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2),basement membrane organization [GO:0071711]; dentate gyrus development [GO:0021542]; positive regulation of protein O-linked glycosylation [GO:1904100]; protein O-linked mannosylation [GO:0035269]; reactive gliosis [GO:0150103],GO:0000030; GO:0004169; GO:0005654; GO:0005730; GO:0005783; GO:0005789; GO:0005829; GO:0021542; GO:0035269; GO:0046872; GO:0071711; GO:0150103; GO:1904100
1880,Pocillopora_acuta_HIv2___RNAseq.g5342.t1,1956.291109,3.546506546,3.30489736,0.000159724,0.001228859,Jagged1,P78504,9.12E-17,Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339),angiogenesis [GO:0001525]; aorta morphogenesis [GO:0035909]; aortic valve morphogenesis [GO:0003180]; blood vessel remodeling [GO:0001974]; cardiac neural crest cell development involved in outflow tract morphogenesis [GO:0061309]; cardiac right ventricle morphogenesis [GO:0003215]; cardiac septum morphogenesis [GO:0060411]; cell fate determination [GO:0001709]; ciliary body morphogenesis [GO:0061073]; distal tubule development [GO:0072017]; endocardial cushion cell development [GO:0061444]; endothelial cell differentiation [GO:0045446]; hemopoiesis [GO:0030097]; inhibition of neuroepithelial cell differentiation [GO:0002085]; inner ear auditory receptor cell differentiation [GO:0042491]; keratinocyte differentiation [GO:0030216]; loop of Henle development [GO:0072070]; morphogenesis of an epithelial sheet [GO:0002011]; myoblast differentiation [GO:0045445]; negative regulation of cell migration [GO:0030336]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of endothelial cell differentiation [GO:0045602]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of stem cell differentiation [GO:2000737]; nephron development [GO:0072006]; nervous system development [GO:0007399]; neuroendocrine cell differentiation [GO:0061101]; neuronal stem cell population maintenance [GO:0097150]; Notch signaling pathway [GO:0007219]; podocyte development [GO:0072015]; positive regulation of cardiac epithelial to mesenchymal transition [GO:0062043]; positive regulation of myeloid cell differentiation [GO:0045639]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pulmonary artery morphogenesis [GO:0061156]; pulmonary valve morphogenesis [GO:0003184]; regulation of cell population proliferation [GO:0042127]; regulation of epithelial cell proliferation [GO:0050678]; regulation of reproductive process [GO:2000241]; response to muramyl dipeptide [GO:0032495]; T cell mediated immunity [GO:0002456],GO:0001525; GO:0001709; GO:0001953; GO:0001974; GO:0002011; GO:0002085; GO:0002456; GO:0003180; GO:0003184; GO:0003215; GO:0005112; GO:0005198; GO:0005509; GO:0005543; GO:0005576; GO:0005886; GO:0005912; GO:0007219; GO:0007399; GO:0008083; GO:0016020; GO:0016324; GO:0022408; GO:0030097; GO:0030216; GO:0030336; GO:0032495; GO:0035909; GO:0042127; GO:0042491; GO:0045445; GO:0045446; GO:0045599; GO:0045602; GO:0045639; GO:0045665; GO:0045669; GO:0045747; GO:0045944; GO:0050678; GO:0060090; GO:0060411; GO:0061073; GO:0061101; GO:0061156; GO:0061309; GO:0061444; GO:0062043; GO:0072006; GO:0072015; GO:0072017; GO:0072070; GO:0097150; GO:2000241; GO:2000737
1881,Pocillopora_acuta_HIv2___RNAseq.g3666.t1a,167.7009382,-1.012993309,1.753573169,0.000159902,0.001229567,,Q6GPQ3,2.23E-17,Major facilitator superfamily domain-containing protein 8,,GO:0005765; GO:0022857
1882,Pocillopora_acuta_HIv2___TS.g15978.t1,347.5823553,-0.221619868,1.035543862,0.000161892,0.00124421,,NA,NA,NA,NA,NA
1883,Pocillopora_acuta_HIv2___RNAseq.g1033.t1,2322.631139,-2.097876443,0.660863325,0.000162442,0.001247772,,NA,NA,NA,NA,NA
1884,Pocillopora_acuta_HIv2___RNAseq.g8980.t1,106.1014952,3.478360611,2.366776067,0.000162553,0.001247963,,B8EIZ7,8.19E-180,Trimethylamine monooxygenase (TMA monooxygenase) (Tmm) (EC 1.14.13.148),,GO:0004499; GO:0034899; GO:0047822; GO:0050660; GO:0050661
1885,Pocillopora_acuta_HIv2___RNAseq.g30759.t1,401.2297539,-3.704070319,1.84634657,0.000163448,0.001253538,,NA,NA,NA,NA,NA
1886,Pocillopora_acuta_HIv2___RNAseq.g4918.t1,351.7408426,-0.236801659,1.039567098,0.000163502,0.001253538,,Q5R9K8,4.06E-52,ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein),maintenance of protein location in nucleus [GO:0051457]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531],GO:0003713; GO:0005654; GO:0005758; GO:0005813; GO:0005819; GO:0005829; GO:0005929; GO:0030496; GO:0042531; GO:0051457
1887,Pocillopora_acuta_HIv2___RNAseq.g11237.t1,311.7519551,-0.119418748,1.020457426,0.000163539,0.001253538,,P9WKC1,2.25E-06,Putative diacyglycerol O-acyltransferase Rv1425 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv1425),biological process involved in interaction with host [GO:0051701]; glycerol metabolic process [GO:0006071]; response to hypoxia [GO:0001666]; response to nitric oxide [GO:0071731]; triglyceride biosynthetic process [GO:0019432],GO:0001666; GO:0004144; GO:0005886; GO:0006071; GO:0008374; GO:0019432; GO:0051701; GO:0071731
1888,Pocillopora_acuta_HIv2___RNAseq.g27609.t1,647.1958438,-3.419233322,1.996685963,0.000164237,0.00125822,,Q01062,0,"cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; aorta development [GO:0035904]; cAMP-mediated signaling [GO:0019933]; cardiac septum development [GO:0003279]; cellular response to 2,3,7,8-tetrachlorodibenzodioxine [GO:1904613]; cellular response to cAMP [GO:0071320]; cellular response to cGMP [GO:0071321]; cellular response to granulocyte macrophage colony-stimulating factor stimulus [GO:0097011]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to macrophage colony-stimulating factor stimulus [GO:0036006]; cellular response to mechanical stimulus [GO:0071260]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cGMP catabolic process [GO:0046069]; cGMP-mediated signaling [GO:0019934]; coronary vasculature development [GO:0060976]; establishment of endothelial barrier [GO:0061028]; heart development [GO:0007507]; heart valve development [GO:0003170]; intracellular signal transduction [GO:0035556]; negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0106072]; negative regulation of cAMP-mediated signaling [GO:0043951]; negative regulation of cGMP-mediated signaling [GO:0010754]; negative regulation of oxidative phosphorylation [GO:0090324]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular permeability [GO:0043116]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of vascular permeability [GO:0043117]; regulation of cAMP-mediated signaling [GO:0043949]; regulation of cGMP-mediated signaling [GO:0010752]; regulation of mitochondrion organization [GO:0010821]; regulation of nitric oxide mediated signal transduction [GO:0010749]; response to hydrogen sulfide [GO:1904880]; ventricular septum development [GO:0003281]",GO:0000122; GO:0000287; GO:0003170; GO:0003279; GO:0003281; GO:0004115; GO:0004118; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005759; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007193; GO:0007507; GO:0008270; GO:0010628; GO:0010749; GO:0010752; GO:0010754; GO:0010821; GO:0019933; GO:0019934; GO:0030424; GO:0030425; GO:0030552; GO:0030553; GO:0030911; GO:0035556; GO:0035904; GO:0036004; GO:0036006; GO:0042301; GO:0042734; GO:0042802; GO:0042803; GO:0043116; GO:0043117; GO:0043949; GO:0043951; GO:0046069; GO:0047555; GO:0048471; GO:0050729; GO:0060976; GO:0061028; GO:0071222; GO:0071260; GO:0071320; GO:0071321; GO:0071560; GO:0090324; GO:0097011; GO:0097060; GO:0097457; GO:0106072; GO:1904613; GO:1904880
1889,Pocillopora_acuta_HIv2___RNAseq.g2255.t1,2924.517603,-3.639196896,1.952679686,0.000165372,0.00126625,,NA,NA,NA,NA,NA
1890,Pocillopora_acuta_HIv2___TS.g30160.t2,426.0476545,0.191130096,1.041057897,0.000165579,0.001267159,,NA,NA,NA,NA,NA
1891,Pocillopora_acuta_HIv2___TS.g9535.t1,183.3320561,-0.319492705,1.0672871,0.000166074,0.001270279,,Q6P0T2,1.66E-56,Transcription initiation factor TFIID subunit 8 (Protein taube nuss-like) (TBP-associated factor 8),cell differentiation [GO:0030154]; transcription initiation at RNA polymerase II promoter [GO:0006367],GO:0005669; GO:0005737; GO:0006367; GO:0030154; GO:0046982
1892,Pocillopora_acuta_HIv2___RNAseq.g5884.t1,145.2225902,-0.561519877,1.244840887,0.000166306,0.001270717,,F7E235,5.56E-46,Failed axon connections homolog,,GO:0016020
1893,Pocillopora_acuta_HIv2___RNAseq.g6925.t1,319.3071874,-0.285616092,1.060904927,0.000166307,0.001270717,,NA,NA,NA,NA,NA
1894,Pocillopora_acuta_HIv2___RNAseq.g28614.t1,290.7842962,-0.315110217,1.070509291,0.000166997,0.001275315,,E4ZUJ1,5.95E-08,Restriction of telomere capping protein 5,,GO:0005737
1895,Pocillopora_acuta_HIv2___RNAseq.g30369.t1,162.9015942,-0.287483479,1.039114307,0.00016727,0.001276727,,O76075,1.10E-53,DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40),apoptotic chromosome condensation [GO:0030263]; apoptotic DNA fragmentation [GO:0006309]; DNA catabolic process [GO:0006308]; negative regulation of apoptotic DNA fragmentation [GO:1902511],GO:0000785; GO:0003677; GO:0004520; GO:0004536; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006308; GO:0006309; GO:0019899; GO:0019904; GO:0030263; GO:0032991; GO:0042802; GO:0097718; GO:1902511
1896,Pocillopora_acuta_HIv2___RNAseq.g614.t1,2049.655009,3.458115378,1.862189548,0.000168383,0.00128454,Homeobox protein SIX4/5,Q61321,2.37E-90,Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3),embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic skeletal system morphogenesis [GO:0048704]; fungiform papilla morphogenesis [GO:0061197]; generation of neurons [GO:0048699]; inner ear morphogenesis [GO:0042472]; male gonad development [GO:0008584]; male sex determination [GO:0030238]; male sex differentiation [GO:0046661]; metanephric mesenchyme development [GO:0072075]; myoblast migration [GO:0051451]; myotome development [GO:0061055]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of satellite cell differentiation [GO:1902725]; olfactory placode formation [GO:0030910]; pharyngeal system development [GO:0060037]; positive regulation of branching involved in ureteric bud morphogenesis [GO:0090190]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of ureteric bud formation [GO:0072107]; protein localization to nucleus [GO:0034504]; regulation of branch elongation involved in ureteric bud branching [GO:0072095]; regulation of epithelial cell proliferation [GO:0050678]; regulation of gene expression [GO:0010468]; regulation of protein localization [GO:0032880]; regulation of synaptic assembly at neuromuscular junction [GO:0008582]; regulation of transcription by RNA polymerase II [GO:0006357]; sarcomere organization [GO:0045214]; skeletal muscle fiber differentiation [GO:0098528]; skeletal muscle tissue development [GO:0007519]; thymus development [GO:0048538]; tongue development [GO:0043586]; trigeminal ganglion development [GO:0061551],GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0007519; GO:0008582; GO:0008584; GO:0010468; GO:0030238; GO:0030910; GO:0032880; GO:0034504; GO:0042472; GO:0043066; GO:0043524; GO:0043565; GO:0043586; GO:0045214; GO:0045892; GO:0045893; GO:0045944; GO:0046661; GO:0048538; GO:0048699; GO:0048701; GO:0048704; GO:0050678; GO:0051451; GO:0060037; GO:0061055; GO:0061197; GO:0061551; GO:0072075; GO:0072095; GO:0072107; GO:0090190; GO:0098528; GO:1902725
